#,Ítem,Nick,Ciudad / Región,Restricciones en el envío
577,Spyrium (Perfecto estado. Enfundado),frescology,"Sevilla, Jerez, Cádiz y alrededores.","Kiala. Si se quiere otro servicio de mensajería, contactad conmigo antes de solicitar el cambio"
578,Sunrise City (Ed. kickstarter. Perfecto estado),frescology,"Sevilla, Jerez, Cádiz y alrededores.","Kiala. Si se quiere otro servicio de mensajería, contactad conmigo antes de solicitar el cambio"
579,"PACK FILLERS: King Lui + Pirate Fluxx + SET: King Lui (Ed multiidioma. Buen estado), Pirate Fluxx (Ed. inglés. Perfecto estado) SET (Ed. castellano. Perfecto estado)",frescology,"Sevilla, Jerez, Cádiz y alrededores.","Kiala. Si se quiere otro servicio de mensajería, contactad conmigo antes de solicitar el cambio"
580,Misterio de la abadía. Edición en castellano. Buen estado.,jmarcans,,
581,Strozzi. Edición en inglés/alemán. Buen estado.,jmarcans,,
582,Tribus. Edición en castellano. Buen estado.,jmarcans,,
583,Munchkin. Edición en castellano. Precintado.,jmarcans,,
584,Los colonos de Catan: juego de dados. Edición en castellano. Buen estado.,jmarcans,,
585,Indus. Edición en inglés. Buen estado.,jmarcans,,
586,Monopoly deal card game. Edicion en castellano. Buen estado.,jmarcans,,
587,Heart Of Africa. Edición en inglés. Buen estado.,jmarcans,,
588,Dominion + expansión Cornucopia. Edición en castellano. En la caja de Cornucopia con un clasificador casero. Cartas enfundadas.,jmarcans,,
589,"Cranium - 2ª Edición. La caja tiene dos esquinas un poco golpeadas, pero el contenido está perfecto, pues en realidad el juego está sin estrenar. ",xylotuba,,Correos o kiala
590,"El Gran Tabú - En perfecto estado, 1 partida.",xylotuba,,Correos o kiala
591,"Scrabble - En castellano, edición de 1999. En perfecto estado, 1 partida.",xylotuba,,Correos o kiala
592,"PACK: PACK CARTAS   Digit (Piatnik Edition. En perfecto estado, 2 partidas. Incluye instrucciones en castellano y euskera)) + UNO (En buen estado, usado)",xylotuba,,Correos o kiala
593,Bora Bora Multilingual first edition. Faltan 2 losetas extra no necesarias para jugar. Leer Post para mas info. Buen estado,Muyoze,Madrid,kiala
594,Galaxia: la conquista Edicion en español. Cartas enfundadas. Buen estado. 3 partidas,Muyoze,Madrid,kiala
595,"Keyflower Edicion Multiidioma: Ingles, Aleman, Frances y Holandes. Buen estado. 1 partida",Muyoze,Madrid,kiala
596,"Combat Commander: Europe - Inglés. Cartas tradumaquetadas al castellano, embolsado y enfundado. Sin tocar, perfecto estado.",D_Skywalk,Granada,Correos o kiala
597,Dominant Species - Reglas y tableros de jugador impresos en castellano. Perfecto estado.,D_Skywalk,Granada,Correos o kiala
598,"Magestorm: Batallas en la era de la magia - Castellano. Perfecto estado, sólo abierto.",D_Skywalk,Granada,Correos o kiala
599,Marvel Dice Masters: Avengers vs. X-Men - Starter(38 Cartas) + Tableros Impresos + Sobres.,D_Skywalk,Granada,Correos o kiala
600,Through the Ages: A Story of Civilization - P&P - Versión de laBSK (JGU/Jsper) - 2011.,D_Skywalk,Granada,Correos o kiala
601,"Pack S1 (Formula D + Exploradores) - Ed.Castellano, Perfectos.",D_Skywalk,Granada,Correos o kiala
602,"Pack S2 (¡Pánico en Wall Street! + Modern Art) - Ed. Castellano, Perfectos.",D_Skywalk,Granada,Correos o kiala
603,"La llamada de Cthulhu LCG - Edición de EDGE, en español. Como nuevo. 1 partida.",PitMan,Santander / Torrelavega,kiala preferentemente
604,"Android: Netrunner castellano,abierto pero sin usar",Manhollow,,
605,"Change Horses ingles,1 partida",Manhollow,,
606,"Deadwood aleman, abierto pero sin usar",Manhollow,,
607,"Dominion castellano, 1partida",Manhollow,,
608,"Imperial en buen estado, reglas en castellano",Manhollow,,
609,"Istanbul ingles, 2 partidas",Manhollow,,
610,"Koude Oorlog: CIA vs. KGB holandes, sin abrir",Manhollow,,
611,"League of Six buen estado, reglas en castellano",Manhollow,,
612,"Legacy: The Testament of Duke de Crecy ingles, 1 partida",Manhollow,,
613,"Saint Malo aleman, sin abrir",Manhollow,,
614,"San Juan (second edition) aleman, sin abrir",Manhollow,,
615,Pack El anillo único - Leído todo una vez; nunca abro los libros más de 60º.,hechigenio,,
616,"Age of Steam - Estado perfecto. 0 partidas. Independiente del idioma, se adjunta tradumaquetación de todos los componentes y reglamento.",hechigenio,,
617,Alchemists - Perfecto estado. 2 partidas.,hechigenio,,
618,Betrayal at House on the Hill - Se incluyen manuales en castellano. Perfecto estado.,hechigenio,,
619,"City of Remnants - Creo que sigue precintado si mal no recuerdo. En cualquier caso, está en perfecto estado; nunca jugado.",hechigenio,,
620,Doomtown: Reloaded - Perfecto estado. 2 partidas. ,hechigenio,,
621,Illegal - Perfecto estado. 0 partidas.,hechigenio,,
622,Metallum - Perfecto estado. 0 partidas.,hechigenio,,
623,"Rampage - Muy buen estado. Recordemos en lo que consiste el juego, pero... está bastante bien.",hechigenio,,
624,Sekigahara: The Unification of Japan - Perfecto estado. 0 partidas.,hechigenio,,
625,"Vampire: The Eternal Struggle - 2 starter de Malkavian Keeper of tradition (+algunas cartas extra), incluye reglamento y las cajitas.",hechigenio,,
626,PACK: Pack Dice   Marvel Dice Masters: Avengers vs. X-Men + Marvel Dice Masters: Uncanny X-Men (Perfecto estado. Más de 200 dados.),hechigenio,,
627,PACK: Pack Mage   Mage Wars (Perfecto estado.) + Mage Wars: Forged in Fire – Spell Tome Expansion (Perfecto estado.),hechigenio,,
628,Stratego   Perfecto estado. Castellano.               ,hechigenio,,
629,Pack GdA. Estado regular.,hechigenio,,
630,Anno 1452 - Edición en alemán con traducción de las reglas al español. En perfecto estado,Valdemaras,Granada,kiala o correos
631,Blood Bowl: Team Manager – The Card Game - Edición en castellano. Nuevecita/flamante.,Valdemaras,Granada,kiala o correos
632,"Defiant Russia: 1941, The War Against Nazi Aggression - Edición con reglas en castellano. En perfecto estado",Valdemaras,Granada,kiala o correos
633,Funny Friends - Con traducción de las reglas al castellano. En buen estado,Valdemaras,Granada,kiala o correos
634,Operation Michael - Traducción de las reglas al castellano. Destroquelado y en perfecto estado.,Valdemaras,Granada,kiala o correos
635,"Cash and Guns - Multilingual second edition. 2 partidas, como nuevo.",LaGacetadelosTableros,Madrid,kiala
636,Reef Encounter - Dutch edition. Quined Games. Reglas en inglés. Buen estado.,LaGacetadelosTableros,Madrid,kiala
637,Hansa - ABACUSSPIELE Multilingual Edition. Reglas en español. Buen estado.,LaGacetadelosTableros,Madrid,kiala
638,Notre Dame - Alea/Ravensburger German Edition. Nuevo sin abrir.,LaGacetadelosTableros,Madrid,kiala
639,"Risk 2210 - Avalon Hill (Hasbro).Reglas en inglés, buen estado.",LaGacetadelosTableros,Madrid,kiala
640,"Pirates Cove - Days of Wonder. Reglas en inglés, buen estado.",LaGacetadelosTableros,Madrid,kiala
641,"Se Vende - Gabinete Lúdico Spanish edition. Nuevo, abierto sin probar.",LaGacetadelosTableros,Madrid,kiala
642,1911 Amundsen vs Scott - English/Spanish first edition. Semi nuevo.,LaGacetadelosTableros,Madrid,kiala
643,"¡Adios amigos! - Pegasus spiele. Semi nuevo, reglas en inglés.",LaGacetadelosTableros,Madrid,kiala
644,Carcassonne: Cazadores y Recolectores – Devir. Semi nuevo.,LaGacetadelosTableros,Madrid,kiala
645,"Province - English first edition. Nuevo a estrenar, pero abierto. Reglas en inglés.",LaGacetadelosTableros,Madrid,kiala
646,"El Come Come - Autoedición en castellano. Una partida, semi nuevo.",LaGacetadelosTableros,Madrid,kiala
647,Gloria a Roma – Homoludicus. Buen estado.,LaGacetadelosTableros,Madrid,kiala
648,Arcadia Quest - A estrenar. Sin destroquelar.,sheffieldgeorge,Madrid,kiala
649,Babel - A estrenar.,sheffieldgeorge,Madrid,kiala
650,"Battle Sheep - Tres partidas, pero en perfecto estado.",sheffieldgeorge,Madrid,kiala
651,Dimension - A estrenar.,sheffieldgeorge,Madrid,kiala
652,Kaleidos - A estrenar.,sheffieldgeorge,Madrid,kiala
653,"Medici - Precintado, pero con una rotura bastante considerable en un lateral.",sheffieldgeorge,Madrid,kiala
654,Montage - A estrenar. Precintado.,sheffieldgeorge,Madrid,kiala
655,Qin - A estrenar. Destroquelado y embolsado.,sheffieldgeorge,Madrid,kiala
656,Stratopolis - A estrenar.,sheffieldgeorge,Madrid,kiala
657,Word on the Street - A estrenar.,sheffieldgeorge,Madrid,kiala
658,"Yomi - Sin inserto. Cada baraja en una caja de Ultra Pro. Cartas enfundadas. Varias partidas, pero en muy buen estado.",sheffieldgeorge,Madrid,kiala
659,PACK: Fillers 5 Pepinos / 5 Cornichons (A estrenar.) + Armadöra (A estrenar.) + Bohnanza de las galaxias (A estrenar.) + Hands Up (A estrenar.) + MiFuChi (A estrenar. Cartas enfundadas.) + ¡Gol! (A estrenar.),sheffieldgeorge,Madrid,kiala
660,PACK: Flash Point Flash Point: Fire Rescue (A estrenar. Precintado.) + Flash Point: Fire Rescue – 2nd Story (A estrenar. Precintado.) + Flash Point: Fire Rescue – Dangerous Waters (A estrenar. Precintado.) + Flash Point: Fire Rescue – Extreme Danger (A estrenar. Precintado.) + Flash Point: Fire Rescue – Urban Structures (A estrenar. Precintado.),sheffieldgeorge,Madrid,kiala
661,PACK: Lancaster Lancaster (A estrenar.) + Lancaster: Henry V – The Power of the King (A estrenar. Precintado.) + Lancaster: The New Laws (A estrenar.),sheffieldgeorge,Madrid,kiala
662,PACK: Railways Railways of the World: The Card Game (A estrenar.) + Railways of the World: The Card Game Expansion (A estrenar. Precintado.),sheffieldgeorge,Madrid,kiala
663,Aton - En perfecto estado,Francesita,Madrid,kiala o correos
664,Ciudadelas - En perfecto estado,Francesita,Madrid,kiala o correos
665,Dominion - En perfecto estado,Francesita,Madrid,kiala o correos
666,Forbidden Island - En perfecto estado,Francesita,Madrid,kiala o correos
667,Illuminati - En perfecto estado,Francesita,Madrid,kiala o correos
668,Innovation - En perfecto estado,Francesita,Madrid,kiala o correos
669,Spartacus: Un Juego de Sangre Y Tración - En perfecto estado,Francesita,Madrid,kiala o correos
670,Star Wars: X-Wing - En perfecto estado. Reglas impresas en español,Francesita,Madrid,kiala o correos
671,Stronghold - En perfecto estado. Reglas impresas en español.,Francesita,Madrid,kiala o correos
672,"Pack Euros - 20th Century (ed aleman, perfecto estado. Reglas color en castellano) + Castle Merchants (ed. Ingles, componentes gastados, caja deteriorada) + Horus (ed. Español, perfecto estado)",Zorro,,
673,"Fighting Formations: Grossdeutschland Motorized Infantry Division - ed Ingles, enfundado, counters clipeados y en bandejas GMT",Zorro,,
674,"Krosmaster: Arena - ed. español, perfecto estado.",Zorro,,
675,"Thunderstone - ed. Ingles, enfundado, perfecto estado",Zorro,,
676,"Android: Netrunner - Sólo abierto, nunca jugado.",capitanmujol,Cartagena,kiala o Correos en aquellos sitios que no llegue Kiala
677,"El Símbolo Arcano - 3 partidas, se daría con los componentes en bolsas",capitanmujol,Cartagena,kiala o Correos en aquellos sitios que no llegue Kiala
678,La Isla Prohibida - Un par de partidas.,capitanmujol,Cartagena,kiala o Correos en aquellos sitios que no llegue Kiala
679,La Resistencia - Una sola partida,capitanmujol,Cartagena,kiala o Correos en aquellos sitios que no llegue Kiala
680,Sherlock Holmes: Detective Asesor - Una sola partida,capitanmujol,Cartagena,kiala o Correos en aquellos sitios que no llegue Kiala
681,"Squad Leader - Juego con solera, pero esta perfecto a pesar de los años.",capitanmujol,Cartagena,kiala o Correos en aquellos sitios que no llegue Kiala
682,"The Convicted - Nunca usado, con todos los accesorios del Kickstarters, incluido un Meeple de cada.",capitanmujol,Cartagena,kiala o Correos en aquellos sitios que no llegue Kiala
683,Trogloditargh - Sólo abierto para ver contenido.,capitanmujol,Cartagena,kiala o Correos en aquellos sitios que no llegue Kiala
684,"PACK: Mega Pack Juego de Tronos LCG Juego de Tronos LCG + Juego de Tronos LCG (Cajas básicas con signos de mucho uso, sobre todo una que tiene las esquinas en mal estado y en general dañadas. Dos cajas de las expansiones grandes dañadas por una mudanza, con golpes y algún agujero. Aun así las cartas están perfectas, se daría con los componentes en bolsas, así como las cartas de los básicos. Las cartas de los ciclos están en sus cajas, sólo abiertos y jugadas un par de veces.) + Juego de Tronos: El Juego de Cartas – Cambio de Estaciones + Juego de Tronos: El Juego de Cartas – Canción de Cuervos + Juego de Tronos: El Juego de Cartas – Canción de Verano + Juego de Tronos: El Juego de Cartas – Ciudad de Secretos + Juego de Tronos: El Juego de Cartas – Cuentos de la Fortaleza Roja +Juego de Tronos: El Juego de Cartas – Ejércitos Dispersos + Juego de Tronos: El Juego de Cartas – El Regreso de los Otros + Juego de Tronos: El Juego de Cartas – La Batalla de Aguasnegras + Juego de Tronos: El Juego de Cartas – La Horda de los Salvajes + Juego de Tronos: El Juego de Cartas – La Torre de la Mano + Juego de Tronos: El Juego de Cartas – Lobos del Norte + Juego de Tronos: El Juego de Cartas – Los Reyes del Mar + Juego de Tronos: El Juego de Cartas – Más Allá del Muro + Juego de Tronos: El Juego de Cartas – Príncipes del Sol + Juego de Tronos: El Juego de Cartas – Refugiados de Guerra + Juego de Tronos: El Juego de Cartas – Reina de Dragones + Juego de Tronos: El Juego de Cartas – Secretos y Espías + Juego de Tronos: El Juego de Cartas – Señores del Invierno + Juego de Tronos: El Juego de Cartas – Tiempo de Tribulaciones + Juego de Tronos: El Juego de Cartas – Un Rey en el Norte + Juego de Tronos: El Juego de Cartas – Una Espada en la Oscuridad + Juego de Tronos: El Juego de Cartas – Vientos de Invierno",capitanmujol,Cartagena,kiala o Correos en aquellos sitios que no llegue Kiala
685,"PACK: Pack Blood Bowl Blood Bowl: Team Manager – El Juego de Cartas (Jugado 4 o 5 Veces, se da con los componentes en bolsas.) + Blood Bowl: Team Manager – El Juego de Cartas – Muerte Súbita (Sólo abierto)",capitanmujol,Cartagena,kiala o Correos en aquellos sitios que no llegue Kiala
686,PACK: Pack fillers 1 Colossal Arena (Una sola partida) + Mag·Blast (Third Edition) (Usado sólo 2 o 3 veces.) + Polilla Tramposa (Sólo abierto),capitanmujol,Cartagena,kiala o Correos en aquellos sitios que no llegue Kiala
687,PACK: Pack fillers 2 Black Stories: Edición Medieval (Sólo abierto ) + Illusio (2 o 3 partidas.),capitanmujol,Cartagena,kiala o Correos en aquellos sitios que no llegue Kiala
688,Bora Bora - Precintado,mrspock,Valencia,kiala o correos
689,Croisades - Sin destroquelar,mrspock,Valencia,kiala o correos
690,"Gardens - Como nuevo, un par de partidas",mrspock,Valencia,kiala o correos
691,Gulf Strike - Sin destroquelar,mrspock,Valencia,kiala o correos
692,Inka - Precintado,mrspock,Valencia,kiala o correos
693,"Pandemic - Edicion en aleman, precintado",mrspock,Valencia,kiala o correos
694,"Trogloditargh - Como nuevo, 2 partidas",mrspock,Valencia,kiala o correos
695,A Distant Plain (GMT) enfundado y traducido,milo-garret,,
696,-El Fin del Triumvirato (Z-Man) traducido,milo-garret,,
697,Virgin Queen (GMT) enfundado y traducido,milo-garret,,
698,Crisis: Tokyo - Version EDGE Castellano Nuevo sin desprecintar,Catumarus,Albacete,kiala
699,Koude Oorlog: CIA vs. KGB - Version Alemana independiente del idioma Tan solo destroquelado,Catumarus,Albacete,kiala
700,Palacio de Viana - Version en Castellano Nuevo. Jugado una unica vez.,Catumarus,Albacete,kiala
701,Progress: Evolution of Technology - Version Kickstarter en ingles Independiente del Idioma Incluye extras exclusivos del Kickstarter Nuevo. Jugado una unica vez,Catumarus,Albacete,kiala
702,Risk - Version HASBRO-PARKER en Castellano Nuevo. 3 partidas.,Catumarus,Albacete,kiala
703,PACK: Catan Dados + SET + Superpoly   Los Colonos de Catán: El juego de dados (Version DEVIR Castellano Muy usado) + SET (Version HOMOLUDICUS en Castellano Nuevo. Desprecintado nada mas.) + Superpoly (Version FALOMIR JUEGOS en Castellano. Bastante usado. TODO UN CLASICO),Catumarus,Albacete,kiala
704,PACK: Höyük (Juego Base) + Höyük: Obstacles(Expasion incluida)   Höyük: Obstacles (Version Kickstater Independiente del idioma Nuevo. Destroquelado nada mas.),Catumarus,Albacete,kiala
,,,,
706,"Alcazar - Nuevo y precintado, versión alemana independiente del idioma.",Lint,Barcelona,kiala y correos
707,"Atlanteon - En inglés, pero no es dependiente del idioma. Caja con leves rozaduras. Interior perfecto y sin destroquelar.",Lint,Barcelona,kiala y correos
708,"Blackrock City - Nuevo, todavía precintado.",Lint,Barcelona,kiala y correos
